text	label
Jetta ( electronics company ) . Jetta International is an American original equipment manufacturer ( OEM ) and designer of computer laptops mainly operating in the East Coast. The company was established in 1991 and is based in Monmouth Junction New Jersey ( close to Princeton ) where its only manufacturing plant is located.Jetbook the laptop series manufactured by Jetta has Intel microprocessors and is supplied with a customizable selection of software.	0
SYBO Games. SYBO Games is an independent game development studio located in Copenhagen Denmark. They are known for developing the game application Subway Surfers together with Kiloo. The game is by far the most played game ever created in Denmark. The game was created in Unity ( game engine ) and is about a graffiti boy escaping a grumpy security guard.One week after the release of Subway Surfers the freemium running game for iOS had three million downloads and was the most downloaded game in 20 countries.	0
Tesco. Tesco PLC is a British multinational grocery and general merchandise retailer headquartered in Cheshunt Hertfordshire England United Kingdom. It is the second-largest retailer in the world measured by profits ( after Wal-Mart ) and second-largest retailer in the world measured by revenues ( after Walmart ) .	0
Elan Snowboards. Elan Snowboards is a member of Slovenian ski company Elan Group and is one of the world's largest producer of high-end snowboards and produces boards since 1987. While the company headquarters with the rest of Elan Group is located in Begunje in north-western part of Slovenia the production of snowboards takes place in the neighboring country - in Furnitz Austria.	0
Rice Is Nice ( record label ) . Rice Is Nice is an independent record label based in Sydney Australia that takes its name from Welsh post-hardcore band Mclusky's 2000 single Rice Is Nice. The label aims to promote local musicians that are unique and whose music will have longevity rather than based on popularity.	0
BUF Compagnie. BUF Compagnie is a French visual effects company specializing in CGI for feature films commercials and music videos.	0
TitanFile. TitanFile Inc. is a Canadian company headquartered in Halifax Nova Scotia and with offices in Waterloo Ontario. TitanFile is an online file sharing and collaboration service.	0
Mission Motors. Mission Motors is an American company founded in 2007 in San Francisco California. The company was originally founded with the aim of creating high-performance electric motorcycles but later became a supplier of electric vehicle components.	0
Boyner. Boyner Büyük Mağazacılık A.Ş. ( operating as Boyner ) is a Turkish retail company known for its textile offerings for women men teenagers and children. It has 68 stores in 29 cities in Turkey and as of 2010 employed around 2800 people.	0
Brownstein Hyatt Farber Schreck. Brownstein Hyatt Farber Schreck LLP is a national law firm based in Denver Colorado United States with 250 attorneys and policy consultants in offices across the western U.S. and in Washington D.C.	0
Centro Digital Pictures Limited. Centro Digital Pictures Limited is a visual special effects and animations company based in Hong Kong that provides visual effects for film interactive media and video games.	0
The Media Merchants. The Media Merchants Television Company ltd. was an independent television production company specialising in children's programmes run by Neil Buchanan and Tim Edmunds.	0
Stanley Consultants. Stanley Consultants Inc. is an American-based international engineering construction and environmental engineering services company with its headquarters in Muscatine Iowa U.S.A.. Stanley Consultants also has offices in 17 other locations in the U.S. and 10 countries. The company has undertaken projects in over 96 countries.Stanley Consultants began as a small engineering firm in Muscatine Iowa founded by Charles Young in 1913. In 1932 C.	0
Syarikat Bekalan Air Selangor. Syarikat Bekalan Air Selangor Sdn Bhd or SYABAS is a Selangor state government-linked companies which responsible for water supply services in Selangor and the Federal Territory of Kuala Lumpur and Putrajaya. The executive chairman is Tan Sri Rozali Ismail. SYABAS is a member company of the Puncak Niaga Holdings Berhad.	0
Ralph Lauren Corporation. Ralph Lauren Corporation ( NYSE: RL is a publicly traded United States-based holding company that through its subsidiaries designs markets and sells high end men's women's and children's apparel accessories fragrances and home furnishings to customers worldwide. Ralph Lauren Corporation traces its roots to the 1967 founding of the Polo Ralph Lauren company by American designer Ralph Lauren. Polo Ralph Lauren is the corporation's flagship brand.	0
Gordon Food Service. Gordon Food Service ( GFS ) is the largest privately held foodservice distributor in North America with sales of $5.5 billion in 2007 and expected to finish 2012 with over $10 billion. Headquartered in Grand Rapids Michigan[1] GFS has GFS Marketplace stores in the states of Florida Illinois Indiana Kentucky Michigan Ohio Pennsylvania and Tennessee.	0
Kronospan. Kronospan is an international company that manufactures and distributes wood-based panels which are used in many everyday products such as flooring furniture and timber-framed houses.The company manufactures Particleboard ( PB ) Medium density fibreboard ( MDF ) Laminate flooring resins for wood-based panels Oriented strand board ( OSB ) .	0
Arriva Buses Wales. Arriva Buses Wales is a bus operator providing services in North Wales and Chester. It is a subsidiary of Arriva.	0
Anonymizer ( company ) . Anonymizer Inc. is an Internet privacy company founded in 1995 by Lance Cottrell author of the Mixmaster anonymous remailer. Anonymizer was originally named Infonex Internet. The name was changed to Anonymizer in 1997 when the company acquired a web based privacy proxy of the same name developed by Justin Boyan at Carnegie Mellon University School of Computer Science.	0
Intafact Beverages Limited. SABMiller made an initial investment of over US$100m in the Onitsha brewery that was commissioned on 30 August 2012.In 2014 a decision was made to invest US$110 million to increase the current annual capacity from 700 000 to 2.1 million hectolitres.The capacity upgrade is due to be completed in 2015.	0
Japi. Japi is a person who plays wow	0
StudentUniverse. StudentUniverse is a technology company that provides students with deals primarily focusing on air fares and lodging. It is one of the two largest discount student travel sellers in the world. Its service went live in 2000 and the company is based in Waltham Massachusetts. It has proprietary verification technology that allows it to verify student status.	0
A.G. Barr. A.G. Barr plc commonly known as Barr's is a Scottish soft drink manufacturer based in Cumbernauld North Lanarkshire Scotland. It is particularly notable for the manufacture of the popular Scottish drinks Irn-Bru and Rubicon. It is listed on the London Stock Exchange and is a constituent of the FTSE 250 Index.	0
Mittal hospital. Mittal Hospital & Research Centre is a healthcare corporation that operate multi specialist hospitals in Ajmer Rajasthan. It is the largest healthcare provider in Ajmer Division.In April 2012 the hospital capacity will increase to 250 beds and facilities of private ICU super delux private rooms private labour rooms and many more will be available.	0
Ping ( golf ) . PING is an American brand of premium golf equipment as well as one of the largest of the remaining American manufacturers of golf clubs based in Phoenix Arizona founded by Karsten Solheim who was an engineer at the General Electric company. In 1959 he started making his own putters in his garage in Redwood City California. In 1967 because of increasing demand for his putters he resigned his job at General Electric in order to fully develop the PING company.	0
European Association for the Study of the Liver. The European Association for the Study of the Liver ( EASL ) is a European professional association for liver disease.	0
Synanon. The Synanon organization initially a drug rehabilitation program was founded by Charles E. Chuck Dederich Sr. ( 1913–1997 ) in 1958 in Santa Monica California United States. By the early 1960s Synanon had also become an alternative community attracting people with its emphasis on living a self-examined life as aided by group truth-telling sessions that came to be known as the Synanon Game.	0
Orange County Transportation Authority. The Orange County Transportation Authority ( OCTA ) is the public sector transportation planning body and mass transit service provider for Orange County California. Its ancestor agencies include not only the prior Orange County Transit District but also such diverse entities as the Pacific Electric Railway and the South Coast Transit Corporation.	0
Wageningen Academic Publishers. Wageningen Academic Publishers is a publishing company in the field of life sciences that publishes scientific journals as well as monographs textbooks and proceedings. The company was founded in 2002 as successor of Wageningen Pers. The company publishes books in the fields of animal food social plant and environmental sciences.	0
Ted Baker. Ted Baker plc is a British clothing retail company. It is listed on the London Stock Exchange and is a constituent of the FTSE 250 Index.	0
Carzonrent. Carzonrent ( India ) Private Limited ( CIPL ) is an Indian car rental company with its headquarters in New Delhi India. Carzonrent operates a fleet of over 6500 cars in India covering New Delhi Mumbai Bangalore Hyderabad Ahmedabad Chennai Gurgaon Jaipur Kolkata Noida Pune Ghaziabad and Faridabad.The company was founded by Rajeev K. Vij in year 2000 and caters to over 6000000 customers annually.	0
Grinnell Aeroplane. The Grinnell Aeroplane Company was an American aircraft manufacturer based in Grinnell Iowa that built aircraft prior to World War I.	0
Ishtar Airlines. Ishtar Airlines ( Arabic: عشتار ايرلاينز‎ ) was an airline based in Dubai United Arab Emirates although it was a private Iraqi airline operating scheduled passenger services its main bases were its only destinations Baghdad International Airport and Dubai International Airport.Ishtar Airlines headquarters was in Deira Dubai United Arab Emirates.	0
Aviones Comerciales de Guatemala ( Avcom ) . Aviones Comerciales de Guatemala ( Avcom ) is an airline based in Guatemala City Guatemala. It was established in 1929 operates domestic charter services and is associated with TACA. Its main base is La Aurora International Airport Guatemala City.	0
Cherokee Studios. Cherokee Studios was a recording facility in Hollywood founded in 1972 and closed in August 2007 to make way for a new building after 35 years of operation under the Cherokee name as a well-renowned studio. Under the direction of a leading green developer the site will become the Lofts @ Cherokee Studios [1] – a Green LEED Platinum Live/Work complex offering professional recording studios in select units designed by Cherokee owner Bruce Robb.	0
ReganBooks. ReganBooks was an American bestselling imprint or division of HarperCollins book publishing house ( parent company is News Corporation ) headed by editor and publisher Judith Regan started in 1994 and ended in late 2006. During its existence Regan was called by LA Weekly the world's most successful publisher. The division reportedly earned $120 million a year. ReganBooks focused on celebrity authors and controversial topics sometimes from recent tabloids.	0
Novotel. Novotel is a mid-scale hotel brand within the Accor group typically slotting between the Mercure and Sofitel brands. Novotel has close to 400 hotels and resorts in 60 countries situated in the business districts and tourist destinations of major international cities.	0
Bee-Line Bus System. The Bee-Line Bus System branded on the buses in lowercase as the bee-line system is a bus system serving Westchester County New York. The system is owned by the County's Department of Public Works and Transportation. It was founded in May 1 1978 by then-Westchester County Department of Transportation to consolidate the bus system with thirteen private bus companies and has been given control over the buses fare structure routes and services.	0
Uganda Securities Exchange. The Uganda Securities Exchange ( USE ) is the principal stock exchange of Uganda. It was founded in June 1997. The USE is operated under the jurisdiction of Uganda's Capital Markets Authority which in turn reports to the Bank of Uganda Uganda's central bank.The exchange's doors opened to trading in January 1998. At the time the exchange had just one listing a bond issued by the East African Development Bank.	0
Development Bank of the Philippines. The Development Bank of the Philippines ( Filipino: Bangko sa Pagpapaunlad ng Pilipinas Castilian Spanish: Banco de Agricola y Hacienda de Filipinas or Banco de Desarollo de Filipinas ) commonly known by its initials DBP is a state-owned development bank with headquarters in Makati Philippines.It is the seventh-largest bank in the Philippines in terms of assets and is the second-largest government-owned bank next only to Landbank.	0
Axis Lines International. Axis Lines International was a start-up airline planned to be based in Douala Cameroon. It was intended to fly regional services with two McDonnell Douglas MD-80 aircraft and international services to Brussels Madrid and Paris with a Boeing 767-300ER.	0
Aegon. Aegon N.V. is a multinational life insurance pensions and asset management company headquartered in The Hague Netherlands. At the end of 2012 Aegon companies employed approximately 24000 people worldwide serving millions of customers.Aegon has a primary listing on Euronext Amsterdam and is a constituent of the AEX index. It has a secondary listing on the New York Stock Exchange.	0
Parliamentary Monitoring Services. Parliamentary Monitoring Services is a United Kingdom-based political research and publishing company. The company researches the activities of the United States Congress European Parliament and the Parliament of the United Kingdom. Consultants to the company have included British politicians Sir Peter Fry and William Howie Baron Howie of Troon.	0
Rossiya Bank. The Rossiya Bank ( Bank Rossiya in Russian: Акционерный коммерческий банк Россия АКБ Россия ) is a Russian joint stock bank founded on June 27 1990. The company's headquarters are based in St. Petersburg.	0
Third Wire. Third Wire Productions Inc. ( also known simply as Thirdwire or Third Wire ) is a C corporation based in Austin Texas USA; it is an independent software development company founded in 1999 to create multimedia entertainment such as flight-simulation and strategy games.	0
Callcredit. Callcredit Limited is a credit reference agency. Credit reference agencies collect and store details about consumers and their personal credit history. Callcredit was created by Skipton Building Society and supplies information to lenders and other organisations to enable them to establish an individual's credit history confirm application addresses and monitor significant events which may be indicators of credit risk.	0
Thune. Thunes Mekaniske Værksted A/S Thune for short was a Norwegian manufacturing company that among other things built locomotives. The production facilities were last located at Skøyen.	0
Lee Valley Tools. Lee Valley Tools is a Canadian business specializing in tools and gifts for woodworking and gardening.	0
Krisalis Software. Krisalis Software Ltd. was a video game developer and publisher founded by Tony Kavanagh Peter Harrap and Shaun Hollingworth in 1987 under the name Teque Software. The company was restructured in April 2001 with a new management team of Tony Kavanagh Tim James and Simeon Pashley and reused the original name of Teque Software development.Overall Krisalis software worked on over 60 different computer and console games before permanently closing on November 30 2001.	0
KickApps. KickApps is a hosted platform for creating social networks and adding social software features video players and widgets to websites. More than 100000 sites use KickApps including major media companies ( e.g. NBC Universal The BBC H&R Block and Scripps Networks ) and a wide variety of niche websites.The KickApps company was acquired in January 2011 by KIT digital. Then in December 2012 the company was acquired again by Perfect Sense Digital.	0
Revolution Prep. Revolution Prep is a for-profit American company that offers test preparation courses including group classes private tutoring and online courses for the SAT and ACT standardized achievement tests. The SAT is a standardized achievement test offered by the College Board and the ACT is offered by ACT Inc.	0
American Police Force. American Police Force ( APF ) and under its revised name American Private Police Force was a fraudulent entity claiming to be a private military company. It never possessed any legitimacy to operate in the United States.	0
Sunrun. Sunrun Inc. is a United States-based provider of residential solar electricity headquartered in San Francisco California. The company operates in eleven states: Arizona California Colorado Hawaii Massachusetts Maryland New Jersey New York Pennsylvania Oregon and Connecticut. Sunrun was co-founded in January 2007 by Nat Kreamer Ed Fenster and Lynn Jurich. Fenster and Jurich met while at Stanford Graduate School of Business and currently serve as the firm's Co-CEO's.	0
Ivoclar Vivadent. Ivoclar Vivadent AG is a worldwide dental company that produces a range of products and systems for dentists and dental technicians.	0
Mecenato. Mecenato is an international network of people who set out together with the objective of improving the way creative services are commissioned produced and delivered. Mecenato was born as an entity in Dubai in 2013 out of the desire to create more value for brands and companies while finding a way to create less unnecessary friction.	0
East Air. East Air is a privately-owned airline based in Qurghonteppa Tajikistan. The airline operates regular flights from Qurghonteppa and Kulob to Russia.	0
U.S. Century Bank. U.S. Century Bank is a community bank in the U.S. state of Florida locally owned and headquartered in Miami. U.S. Century Bank is a company that provides consumer and business banking services to communities throughout south Florida. It has approximately $1.61 billion in total assets $100 million in equity capital and a branch network that includes 24 locations throughout Miami-Dade and Broward counties. It is a member of the Federal Deposit Insurance Corporation.	0
Baxter International. Baxter International Inc. is an American health care company with headquarters in Deerfield Illinois. The company primarily focuses on products to treat hemophilia kidney disease immune disorders and other chronic and acute medical conditions. The company had 2011 sales of $13.9 billion across two businesses: BioScience and Medical Products ( in October 2010 the company combined its Medication Delivery and Renal business into a single global business unit Medical Products ) .	0
Sasol. Sasol Limited is an integrated energy and chemical company based in Johannesburg South Africa. The company was formed in 1950 in Sasolburg South Africa. It develops and commercialises technologies including synthetic fuels technologies and produces different liquid fuels chemicals and electricity.Sasol is listed on the Johannesburg Stock Exchange and the New York Stock Exchange.	0
Seiter & Miller Advertising. Seiter & Miller Advertising is an independently owned full service advertising agency based in New York City. Seiter & Miller was founded over 20 years ago by defectors from some of the largest advertising agencies in the country. Seiter & Miller is a member of AMIN Worldwide ( Advertising and Marketing International Network ) a global alliance of independently owned agencies growing through collaboration.	0
SKA Brewing. Ska Brewing Company is an American microbrewery founded in 1995 by Bill Graham and Dave Thibodeau in Durango Colorado. Since 2008 the brewery has been located in its current Bodo Industrial Park location. Although Ska also uses bottles it is known for being one of the few microbreweries that utilizes cans liberally.	0
Nordsee. Nordsee is a German fast-food restaurant chain specialising in seafood. In addition to selling raw and smoked seafood the company also sells a wide variety of meals and products prepared from seafood such as Fischbrötchen ( fish sandwiches ) salads and canned seafood. The company formerly supplied its own seafood but has since sold the fishery.	0
Leek United Building Society. The Leek United Building Society is a building society based in Leek Staffordshire England. It is the 18th largest in the UK based on total assets of £735 million at 1 February 2011. The Society has 12 branches across Staffordshire. It is a member of the Building Societies Association.	0
Modern Dairy. Modern Dairy is a Chinese dairy and the largest producer of milk in China. The dairy counts 15 industrial farms and an additional 4 are under construction. KKR is a major investor putting in along with other investors $150 million into the dairy.	0
Daum Communications. Daum ( Korean: 다음; KRX: 035720 ) is a web portal in South Korea like Naver and Nate. Daum offers many Internet services to web users including a popular free web-based e-mail messaging service forums shopping and news. The word daum is 多音 means many sounds in Korean.The popularity of Daum stems from the range of services it offers but also from the fact that it was the first Korean web portal of significant size.	0
Georgia Gulf Corporation. The Georgia Gulf Corporation has historically been a major manufacturer and marketer of chlorovinyls ( caustic soda chlorine VCM EDC PVC resins PVC rigid and flexible compounds ) and aromatics ( acetone cumene phenol ) .	0
SA Power Networks. SA Power Networks ( previously ETSA Utilities ) is the operator of the South Australian electricity distribution network delivering electricity from the high voltage transmission network connection points through a network of about 87500 kilometres of powerlines to about 830000 residential and business customers throughout most of South Australia.SA Power Networks is the fifth largest electricity distributor in the Australian National Electricity Market.ETSA Utilities changed its name to SA Power Networks effective 3 September 2012.	0
Healthtex. Healthtex is a brand of casual clothing for young children ranging from birth to about 12 years of age currently owned by Lollytogs. It was founded in 1921 by Louis Russek as the Standard Romper Company.	0
Inotek. Inotek Pharmaceuticals is a clinical-stage drug development company developing therapies with novel mechanisms to address significant diseases of the eye.The Company's lead program INO-8875 is being evaluated for the treatment of elevated intraocular pressure associated with open-angle glaucoma and ocular hypertension. INO-8875 has completed a Phase 1/2 clinical trial in glaucoma subjects.	0
Community Savings. Community Savings amalgamated with Common Wealth Credit Union and Servus Credit Union on November 1 2008 to create Servus Credit Union Ltd.	0
Off Madison Ave. Off Madison Ave is a full-service marketing communications firm based in Tempe Arizona. The firm was founded by partners David Anderson and Roger Hurni. Off Madison Ave specializes in new media strategic planning interactive marketing public relations advertising market research and strategies and media planning. Both partners have received the American Advertising Federation's Phoenix Chapter Ad Person of the Year - Hurni in 2007 and Anderson in 2002.	0
Space Science Fiction. Space Science Fiction was a science fiction magazine published by Space Publications Inc. of New York and The Archer Press Ltd. of London that ran for eight issues from May 1952 to September 1953. Space was edited by Lester del Rey and featured a book review column by George O. Smith. Del Rey's conflicts with the publishers ensured that the magazine would have a short run in spite of the superior quality of the stories.	0
Pars Khodro. Pars Khodro ( Persian: پارس خودرو‎ ) is an Iranian automobile manufacturer. It was the first manufacturer of sport utility vehicles ( SUVs ) in Iran.	0
The Co-operative Insurance. The Co-operative Insurance formerly Co-operative Insurance Society is a general insurance company based in Manchester in the United Kingdom.	0
Royal Small Arms Factory. The Royal Small Arms Factory ( RSAF ) was a UK government-owned rifle factory in the London Borough of Enfield in an area generally known as the Lea Valley. The factory produced British military rifles muskets and swords from 1816. It closed in 1988 but some of its work was transferred to other sites.	0
IBAHN. iBAHN is a global provider of digital information and entertainment systems for the hospitality and meeting industries. They have approximately 400 employees spread over 17 regional offices throughout North America Asia and Europe. They offer services to more than 3000 hotels in 40+ countries. In March 2014 following Chapter 11 Bankruptcy proceedings the company was purchased by rival Guest-Tek.	0
Fordham Company. The Fordham Company is a real estate development company founded in 1988 and based out of Chicago Illinois. The company's chairman is Christopher T. Carley.The company owns several skyscrapers and buildings in downtown Chicago including 65 East Goethe The Fordham and The Pinnacle. The Fordham Company also began development of the 2000-foot-tall ( 610 m ) Fordham Spire which has since been purchased by Shelbourne Development and renamed the Chicago Spire.	0
