text    label
Subject: search  does anyone out there know the whereabout of dr peter hawkins , phonetician , late of edinburgh ( queen elizabeth college ? ) , scotland ? i am seeking him because we collaborated at one time on a self-instructional computer course in french phonetic notation . but micros have moved along and now we need one for ibm pcs . any help on either search ? 	0
"Subject: data , judgments thereon , and the teaching of linguistics  in linguist 5-1247 , benji wald said > i once heard a syntactician suggest that in introductory syntax > classes certain theories . . . have to be taught as if they were > true , without attending to known fallacies in the theories . > that way the students get a foundation for learning how to make > syntactic arguments . the fallacies would then be exposed in more > advanced courses . ( would the way of making syntactic arguments > change too ? i guess whoever does n't take the more advanced syn - > tax classes can go to hell , or assume that theories of syntax do . > > to make this semi-anecdote more relevant maybe the syntactician > was insisting that introductory classes may not challenge the > grammaticality judgments used as data for an illustrative analysis > ( sound familiar ? ) . otherwise the lesson could not be taught . > that 's a form of discipline that might be hard to unlearn and hard > for the teacher to resist taking advantage of in the more advanced > courses - - any syntax teachers out there care to comment ? ( if you > do n't i ' ll say "" i thought not ! "" ) i suppose i ' m taking up benji 's gage , though i want it understood that i ' m very much in sympathy with what he has to say . i remember a little over 10 years ago i was taking a course in lexical phonology , and got into an argument with the prof . because he insisted that one of the co - rollaries of the theory was that ' people ' is inherently plural , which explained the non-existence of the overt plural ' peoples ' . i insisted that the word ' peoples ' certainly does exist and that therefore any theo - retical claim that it does n't was ipso facto falsified . ( cf . rev . vii 9 : ' a great multitude which no one could number , from every nation , from all tribes and * peoples * and languages ' . now , presumably ' people ' in this passage means something like ' ethnic group ' , and is not therefore precisely equivalent to ' people ' meaning ' many persons ' , or ' the set of all human beings ' . i would also note that one common meaning of ' universe ' is ' the set of all existing things ' , which would also imply that the word ' universes ' ought not to exist either , but it does . for one thing , there is a variant usage of ' universe ' which makes it roughly synonymous with ' galaxy ' or ' group of galaxies ' , of which of course there are many . it is also freely used in talking about ' parallel universes ' , etc . ) > from a paedagogical point of view i think it is perfectly legitimate for a linguistics teacher to say , ' here 's a bunch of strings , with attendant grammaticality judgments . what generalizations can we draw from these data ? ' we can save ourselves from the threat of the protest of a student who happens to be fluent in the language under discussion against a gram - maticality judgment by invoking the notion of ' idiolect ' and claiming ' these judgments are an accurate reflection of one particular individu - al 's own linguistic behaviour . what can we deduce about the internalized grammar of that individual ? ' this , of course , assumes that what we as linguists are concerned about is language as a psychological / cognitive phenomenon , and i believe that that is legitimate . but we are also , in my opinion legitimately , concerned about language as a social phenomenon . in which case language is not ( simply ) the property of an individual mind but of a community , and ' gram - maticality judgments ' may be different at the communal level from the individual level . i think as teachers we need to be honest with our stu - dents about this , which means allowing ourselves the luxury of a certain type or level of judgment on one occasion and a different one on another , but as much as possible each time making it clear to our students what level we ' re working at . addressing the broader issues that have come up following joseph stemberger 's posting in linguist 5-1163 , i think we also need to make clear the difference between ' grammaticality ' and ' acceptability ' judg - ments . i have an introductory lecture , prepared for a course i have as yet had no opportunity to teach , in which i attempt to explain that a given string ( e . g . , ' 3 is angry ' or ' my toothbrush is pregnant ' ) may be perfectly grammatical but semantically or pragmatically anomalous , and might be rejected for that reason , while another string ( e . g . , ' tooth - brush my am orange ' or ' there are a rabbit in garden ' ) may be fully in - terpretable and therefore not semantically anomalous but nevertheless violate certain constraints of grammar . i would be inclined to reject any claim that , as georgia green occasionally put it ( facetiously ) in class and elsewhere , ' the rules of grammar must include the rules of arithmetic and all other real-world knowledge ' . thus , if my son were to say , ' the moon is made of green cheese ' i might challenge him on the * content * of his statement , but not on its * con - struction * . dr . steven schaufele 712 west washington urbana , il 61801 217-344 - 8240 fcosws @ prairienet . org * * * * o syntagmata linguarum liberemini humanarum ! * * * * * * nihil vestris privari nisi obicibus potestis ! * * * "	0
Subject: 3 . 543 please respond : linguistics cd - rom , mispased idioms  since there is notably little work on encyclopedias ( as the text type of for example the encyclopedia britannica , the brockhaus and the larousse , not so much as an idea ) , i am looking for those bits and pieces . i am especially interested in structural and user-oriented aspects of the matter ( what are prototypical questions asked by a prototypical encyclopedia user ? are these questions supported by the text structure of encyclopedias and encyclopedia entries ? ) . i am also interested in comparisons with respect to encyclopedia concepts and encyclopedia projects and in approaches to bring the encyclopedia idea up to the state of the art in information technology ( especially hypertext , . . . ) . are there research activities going on in this field ? do you know of any more up-to - date bibliographies or papers ? please tell me ! christoph blaesi fakultaet fuer linguistik und literaturwissenschaft universitaet bielefeld postfach 100 131 d-4800 bielefeld 1 germany 	0
"Subject: 50 % or better returns .  federally mandated , electric deregulation , allows for huge savings for consumers and huge profits for investors . profit from the break up of america 's largest monopoly . electricity deregulation ! the utility industry is 2 1 / 2 times the size of the telecommunications industry and proves to be at least 2 1 / 2 times the opportunity . "" usa today ( magazine ) , nov . 1997 v126n2630p14 rep . schaefer ( r . - colo . ) chairman of the house energy and power subcommittee as an owner of an electric company you could realize a potential annual return of 50 to 100 % on your investment . every time someone turns on the lights , you profit ! ! there are a very limited number of openings for partners still available in this ira approved program that should give you and your family the opportunity for an easy retirement . learn how this investment of several thousand dollars could grow to 30-40 - 50 thousand dollars or more in the next few years and provide you with an income for life . yes , ira qualified ! this is a genuine business , with real agreements . this is not multi level marketing and there is no selling involved . you are being offered an opportunity to invest and reap the rewards by participating in the potential profits of an electric company . begin your future today ! ! ! call us at 1-800 - 444-1050 for a free , no cost , no obligation video presentation and information package that contains the complete details of our outstanding opportunity . "	1
Subject: chomsky citations  although i am a faithful reader of the linguist , i rarely contribute . this is a case , however , where i feel i can contribute with confidence , since i am a professional librarian ( and a linguist by avocation only at this point ) . it is clear that the large majority of citations to the work of chomsky are to his linguistic works , rather than to the more political ones . i looked briefly at the citations to the works of chomsky published in the 1980 's . i used the three databases produced by the institute for scientific information : arts & humanities search , science citation index , and social scisearch . these are the primary source for citation counts in all fields . note that the citation indexes look primarily at journal article references . also note that i did not delve into things in detail , that i made these counts based on short titles only , and that i am not an expert in the works of chomsky . overall , for the three databases , less than 5 % of the citations appear to be to chomsky 's nonlinguistic works ( remember , these are citations to works published in the 1980 's only ) . the percentages did vary between the three databases : arts & humanities - - - - - - - approx 3 % to nonlinguistic works social scisearch - - - - - - - - approx 7 % to nonlinguistic works science citation index - - much < 1 % to nonlinguistic works donna cromer centennial science and engineering library univ of new mexico info3 @ hal . unm . edu 	0
Subject: * both . . . and  i discovered in a class yesterday that most of my younger undergraduates rejected both as a correlative conjunction , as in ( 1 ) , while allowing either . . . or without any complaints at all . ( 1 ) a john both drinks wine and smokes cigars . b john drinks both wine and beer . they were both clear and unanimous . has anyone else found this ? is it a change , or has both . . . and always been the kind of thing you only learned by reading lots of books ( which our youngsters do n't do ) ? dick hudson dept of phonetics and linguistics , university college london , gower street , london wc1e 6bt uclyrah @ ucl . ac . uk 	0
Subject: chomsky citations  forgive me if i missed this , but in the earlier discussion of chomsky 's elevated position in the citations index , did anyone work out how many of the citations were for his linguistic works and how many were for his political works . i ask this out of general interest , and also because a colleague of mine is interested to know the extent of his stature in academic political studies . comments on the latter could be directed directly to me . 	0
"Subject: re : 3 . 408 adjuncts  on the use of "" when "" as equivalent to "" that "" in sentences like "" i remember the time when i first played golf "" cf . the spatial neighbor "" where "" in e . g . "" i can't see my way clear to where i could do that for you "" , or the mathematicians ' usage ( "" where x ranges over some entities . . . . "" ) . - - rick "	0
Subject: wanted ! home product assemblers !  looking for home product assemblers ! ! how would you like to assemble products at home & get paid ! choose your own hours ! be your own boss ! easy work ! excellent pay ! earn hundreds of dollars weekly ! here are just a few examples of the work you will have to choose from : wooden products - up to $ 220 . 00 weekly ! hair accessories - up to $ 320 . 00 weekly ! holiday crafts - up to $ 270 . 00 weekly ! beaded accessories - up to $ 350 . 00 weekly ! . . . . . . . plus many others . there are over 75 companies to choose from ! why not enjoy the benefits and freedom of home assembly work ! to find out more call . . . . . toll free ( 24 hour recording ) 1-800 - 600-0343 office extension # 2425 . usa publishing co . p . o . box 8950 rocky mount nc 27804 name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city & state _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ q 04627caa 	1
"Subject: re : 3 . 405 languages  in the context of "" who speaks languages ? "" let me comment on how one becomes a linguist . michael kac writes : > i suspect , though i am not sure , that you could take this even further . my > experience suggests that most linguists get interested in the field as the > result of a second language learning experience - - or at least that such an > experience has an important influence on them . this might be true for many linguists . i would like to generalize this observation : it seems to me that many linguists have entered the field because at some point in their lives they have had trouble with using language or with communication in general . this could have been while learning a ( first or ) second language . this could have been because of growing up in a multi-language environment or because of a physical handicap such as stutter . linguistics then serves as a ( formal ) tool to compensate for this deficiency . i can vividly remember how i struggled with german punctuation rules in 6th grade and how i felt relieved when i began to understand the structure of sentences and how this knowledge could be applied to find the correct spot for commas , etc . this started my interested in linguistics and that is how i ended up as a ( computational ) linguist . i 'd be very interested to learn if there is more evidence for my hypothesis . martin volk * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * martin volk * university koblenz - landau tel ( + 49 ) 261-9119 - 469 * institute of computational linguistics * rheinau 3 - 4 fax ( + 49 ) 261-37524 * w-5400 koblenz , germany email volk @ brian . uni-koblenz . de * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * "	0
Subject: re : 3 . 375 gent conference  is there anyone in the department of bilingual education at the univ . of texas , austin that could give me information about the availability of work in the school system there ? what types of certification are required ? etc . . . i would certainly appreciate any help or clues you could give me : brett rosenberg univ . of arizona dept . of spanish & portuguese 	0
Subject: re : 3 . 378 korean , l2 , psycholinguistics , german  a trivial inquiry in the realm of new words and why they acquire the syntactic characteristics they do . although the actual command is : telnet cunyvm . cuny . edu , i hear my colleagues and ordinary folks use the new verb ' telnet ' with the particle ' to ' , and rarely as a transitive verb . hence , ' i told him to telnet to cornell ' , less often ' i told him telnet cornell ' ( i myself have no feelings about the ' correctness ' of this one ) . i have never heard the verb used in the passive , but it can be used absolutely ( or intransitively ) . ' he spends all day telnetting . ' . curiosity only . toby paff ( tobypaff @ pucc . princeton . edu ) 	0
